,,s1,e1,s2,e2,s3,e3,s4,e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v_rAORGpOzY,http://youtube.com/watch?v=v_rAORGpOzY,,,,,,,,,2020-05-07T03:48:12Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB 2013 DVD trailer,21443,302,7,0,150,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eIyYGSo2Qc8,http://youtube.com/watch?v=eIyYGSo2Qc8,,,,,,,,,2018-12-26T03:46:38Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2018 REVENGE ・・・・・｣・・ｳ・・・・・ｪ・・ｳ ""tyle & ・・､・・ｳ・・ｿ・・・・・･・・ｼ & Battle highlight""5499014 GRANDCHAMPION",661,26,0,289,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4SIEdlrEvJw,http://youtube.com/watch?v=4SIEdlrEvJw,,,,,,,,,2020-05-11T08:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｬ・ｮｶ・・・・・､・・・・・ｹ vs KZ""・ｪ・ｺ・・・ｸ  5/18(SAT))・､・・ｳ・・ｿ・・・・",5783,76,3,0,25,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8PHuW-QkP5g,http://youtube.com/watch?v=8PHuW-QkP5g,,,,,,,,,2019-12-09T07:49:24Z,UCLn8FintdYEDCSK6HaX5Q4g,"""USTR vs ABRO"" UMB2018 ・ｧ・・・ｰ・ｺ・・・ｸ 9/9(SUN)",2945,38,2,0,11,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#NAME?,http://youtube.com/watch?v=-_-MpCI_Xts,,,,,,,,,2020-01-18T09:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2019 REVENGE ・・・・・｣・・ｳ・・・・・ｪ・・ｳ "" a.k.a ・ｵ､・・・・ｨｲ・ｦｻ""Stylettle highlight"",""869",26304,159,10,0,68,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B8_jBPfcoiw,http://youtube.com/watch?v=B8_jBPfcoiw,,,,,,,,,2020-03-10T09:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""GOTIT vs ACE"" UMB2014 OPENING GAME 4/19(SAT)",7037,78,3,0,25,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yjfOc1Y_aZ4,http://youtube.com/watch?v=yjfOc1Y_aZ4,,,,,,,,,2015-10-15T04:23:23Z,UCLn8FintdYEDCSK6HaX5Q4g,"2015 ・､ｧ・・ｪ・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""・・､・・ｳ・・ｿ・・・・・･・・ｼ!!yylettle highlight""54",63959,207,12,0,77,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ov8x1UJyfg,http://youtube.com/watch?v=5ov8x1UJyfg,,,,,,,,,2017-11-17T03:16:11Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2017 ・・・・ｵｷ・・・・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""・､・・ｳ・・ｿ・・・・・･・・ｼ & BATTLE highlight""GRANDCHAMPIONSHIP 12/30(TUE)",261,6,0,111,2020/07/09 20:24,"
fHzOWyIwHLg",http://youtube.com/watch?v=fHzOWyIwHLg,,,,,,,,,2020-04-02T08:00:23Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・｣ｯ・・・ vs DEJI""2017・･ｿ・・ｱ・ｺｬ・ｺ・・・ｸ 12/9(SAT)ｳｳｶ""",1860,34,0,0,15,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qY-5iUqcDD0,http://youtube.com/watch?v=qY-5iUqcDD0,,,,,,,,,2020-01-26T08:00:17Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 REVENGE Round1  1・・・4,52333,514,18,0,158,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p9uSkcY2Q5U,http://youtube.com/watch?v=p9uSkcY2Q5U,,,,,,,,,2020-03-24T09:00:16Z,UCLn8FintdYEDCSK6HaX5Q4g,"""LARGE IRON vs MC・・ｾ・ｳｶ""B2014 ・・ｭ・ｹ・・ｺ・・・ｸ 6/28 (SAT) #mcbattle #rap #umbb・・",7990,97,2,0,29,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d19gwPlf7wc,http://youtube.com/watch?v=d19gwPlf7wc,,,,,,,,,2017-10-19T03:46:58Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2017 ・ｦ・・ｳｶ・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ"" & ・・､・・ｳ・・ｿ・・・・・･・・ｼ & BATTLE highlight""4 GRANDCHAMPIONSHIP 12/30(TU",172,5,0,83,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zSrBB9SneK4,http://youtube.com/watch?v=zSrBB9SneK4,,,,,,,,,2015-06-09T04:26:52Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB 2015 ・ｲ｡・ｱｱ・ｺ・・・ｸ DL・・ｵ・・ｳ・・・・・ｫ,35757,57,4,0,5,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yUAUEi4t2ds,http://youtube.com/watch?v=yUAUEi4t2ds,,,,,,,,,2020-02-27T08:00:11Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・・ｱ・ｺｬ・ｺ・・・ｸ  ・ｻ・・・ｿ vs P-PONG,5766,82,2,0,30,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R8MV-EQ-Wjg,http://youtube.com/watch?v=R8MV-EQ-Wjg,,,,,,,,,2020-03-11T08:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・ｾ・ vs ・ｦ・・\ｪ・ｦ・・・ｯ・・・・・・""・ｺ・・・ｸ 11/18(SAT)&& ・・､・・ｳ・・ｿ・・・",4533,52,6,0,77,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p1urNdQQVCQ,http://youtube.com/watch?v=p1urNdQQVCQ,,,,,,,,,2020-06-27T08:00:09Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｻ・・・ｿ vs ・・ｬ・ｮｶ・・・・・､・・・・・ｹ""・・・ｸ 11/30(SAT)) ・・､・・ｳ・・ｿ・・・・・･",3452,51,1,0,15,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQ4YaNzAdpg,http://youtube.com/watch?v=GQ4YaNzAdpg,,,,,,,,,2020-05-25T09:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Patrasche vs MAKA"" UMB2016 ・?・・・ｨ・ｺ・・・ｸ 7/2(SAT)",2561,35,1,0,17,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IcVYuhE0hT0,http://youtube.com/watch?v=IcVYuhE0hT0,,,,,,,,,2019-12-13T10:03:59Z,UCLn8FintdYEDCSK6HaX5Q4g,"""COOKI3 vs BAMBLE"" UMB2018 ・・・・・ｬ・ｺ・・・ｸ 4/21(SAT)",2093,23,1,0,13,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mg6Nbb_k8-w,http://youtube.com/watch?v=mg6Nbb_k8-w,,,,,,,,,2019-12-09T08:05:26Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DAKEY vs T-STONE"" UMB2018 ・ｾｳ・ｳｶ・ｺ・・・ｸ 9/16(SUN)",5878,62,3,0,15,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lbbE805EkB0,http://youtube.com/watch?v=lbbE805EkB0,,,,,,,,,2020-04-15T08:00:18Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SHAMO vs Donkey"" UMB2019 ・・・・・・・ｺ・・・ｸ 11/10(SUN)",5059,91,5,0,28,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rqkZGZB9awQ,http://youtube.com/watch?v=rqkZGZB9awQ,,,,,,,,,2020-04-14T08:00:17Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC HOPELESS vs N0uTY"" UMB2019 ・・・・・・・ｺ・・・ｸ 11/10(SUN)",6205,93,4,0,57,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_P2NTbbzsQ,http://youtube.com/watch?v=1_P2NTbbzsQ,,,,,,,,,2020-03-18T09:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC DOTAMA vs WIDE"" UMB2014 ・?・・・ｨ・ｺ・・・ｸ 7/5 (SAT)",2987,44,1,0,8,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hKnWVgU3PLs,http://youtube.com/watch?v=hKnWVgU3PLs,,,,,,,,,2020-01-22T08:00:10Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・ｺｬ・・ｽ・ｺ・・・ｸ  RACY vs ・・ｩ・・ｲ,5020,58,2,0,21,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FsU2Ze1X4QE,http://youtube.com/watch?v=FsU2Ze1X4QE,,,,,,,,,2020-01-27T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 REVENGE Round1  5・・・8,25286,222,10,0,84,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHKrJpNKCeA,http://youtube.com/watch?v=SHKrJpNKCeA,,,,,,,,,2019-12-06T03:09:57Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2019 ・・・・｣ｮ・ｺ・・・ｸ ・・・・・｣・・ｳ・・・・・ｪ・・ｳ ""& ・・､・・ｳ・・ｿ・・・・・･・・ｼ  BATTLE highlight""4 G",26156,312,3,0,202,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2JFUj9yR_4o,http://youtube.com/watch?v=2JFUj9yR_4o,,,,,,,,,2019-12-23T10:00:33Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2019 ・ｲ・・ｸ・・ｺ・・・ｸ ・・・・・｣・・ｳ・・・・・ｪ・・ｳ ""､・・ｳ・・ｿ・・・・・･・・ｼ・・・ｼ  BATTLE highlight",6629,84,1,0,35,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUtVskatK1o,http://youtube.com/watch?v=GUtVskatK1o,,,,,,,,,2020-06-03T08:00:03Z,UCLn8FintdYEDCSK6HaX5Q4g,"""mc chago vs Dragon One"" UMB2019 ・･・・･・・ｷ・・ｺ・・・ｸ 6/9(SUN)",3511,42,1,0,44,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9oPmdCcFn6I,http://youtube.com/watch?v=9oPmdCcFn6I,,,,,,,,,2020-03-23T09:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・ｬ｡・・・MIC vs BUSS""4 ・ｾ､・ｦｬ・ｺ・・・ｸ 7/20 (SUN) #mcbattle #rap #umbb･・・ｼ・・",2997,31,0,0,9,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gQFb12eGLOk,http://youtube.com/watch?v=gQFb12eGLOk,,,,,,,,,2020-03-05T09:00:13Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Rayzie-k vs TKda・ｻ・・・ｶ・・｡""14 ・・ｱ・ｺｬ・ｺ・・・ｸ 11/02(SUN)tttle ",5366,49,1,0,19,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qxWAzpKFOHc,http://youtube.com/watch?v=qxWAzpKFOHc,,,,,,,,,2017-10-28T03:23:29Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2017 ・ｦ・・ｲ｡・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""・・ｳ・・ｿ・・・・・･・・ｼ & BATTLE highlight""141166014 GRANDCHAMPIONSHIP ",432,15,0,206,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYjCKlTQmwk,http://youtube.com/watch?v=LYjCKlTQmwk,,,,,,,,,2020-04-28T08:00:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"""KUREI vs 23FRS"" UMB 2019  ・・ｼ・・・・ｺ・・・ｸ 11/9(SAT)",3266,43,2,0,21,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3T5SLXbM44,http://youtube.com/watch?v=c3T5SLXbM44,,,,,,,,,2020-06-20T10:00:15Z,UCLn8FintdYEDCSK6HaX5Q4g,"""G-ROD vs KARASS"" UMB2016 GRAND CHAMPIONSHIP FULL HD 12/30(FRI)",6101,106,3,0,19,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fhv3Ix_4l-s,http://youtube.com/watch?v=Fhv3Ix_4l-s,,,,,,,,,2019-12-15T01:24:52Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Pciii vs MAX3"" UMB2018 ・・ｵ・ｺｫ・ｺ・・・ｸ 11/17(SAT)",1738,20,0,0,1,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qCZSDMlfAiw,http://youtube.com/watch?v=qCZSDMlfAiw,,,,,,,,,2019-12-06T03:10:10Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 ・・・・｣ｮ・ｺ・・・ｸ BATTLE highlight  MAKI DA SHIT vs ・・・・・・,8937,115,5,0,26,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwMs6fGflSo,http://youtube.com/watch?v=SwMs6fGflSo,,,,,,,,,2020-03-16T08:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・ｾ､・ｦｬ・ｺ・・・ｸ  ・・ｫ・・・・ｭ・ vs BUSS,9017,98,8,0,56,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rFWCSfAEKnw,http://youtube.com/watch?v=rFWCSfAEKnw,,,,,,,,,2019-12-24T11:04:36Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2019 ・ｲ｡・ｱｱ・ｺ・・・ｸ ・ｺ・・・・・・｣・・ｳ・・・・・ｪ・・ｳ ""・・ｼ・・・･・・ｼ & BATTLE highl",14289,177,11,0,158,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cDU6VBKgwLc,http://youtube.com/watch?v=cDU6VBKgwLc,,,,,,,,,2020-02-03T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2011 ・・・・ｲ｡・ｺ・・・ｸ  ONE vs ・・ｵ・・､・・・・・ｬ・・ｹ・ｸ・・・・,5912,75,4,0,52,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EsjXuFH95G8,http://youtube.com/watch?v=EsjXuFH95G8,,,,,,,,,2020-05-21T08:00:09Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｫ・・､ｪ vs ・・ｩ・・ｲ""9 ・ｺｬ・・ｽ・ｺ・・・ｸ 11/24(SUN))・・､・・ｳ",5255,54,4,0,22,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ePfB_O1PhlQ,http://youtube.com/watch?v=ePfB_O1PhlQ,,,,,,,,,2017-11-18T09:09:13Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2017 ・･・・・ｯ・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ"" ・・､・・ｳ・・ｿ・・・・・･・・ｼ & BATTLE highlight""14 GRANDCHAMPIONSHIP 12/30(TU",159,2,0,62,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1iyowNZR3qw,http://youtube.com/watch?v=1iyowNZR3qw,,,,,,,,,2020-06-11T09:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""NAGION vs ・・ｰ・・・・・・"" ・・・・・･・ｺ・・・ｸ 10/2(SUN))e Style",1681,22,1,0,13,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6prX9j-3EQ,http://youtube.com/watch?v=f6prX9j-3EQ,,,,,,,,,2020-05-17T09:00:30Z,UCLn8FintdYEDCSK6HaX5Q4g,"・\・kyons vs rack""MB2016 ・ｺｬ・・ｽ・ｺ・・・ｸ 10/30(SUN)NN",2860,47,3,0,21,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mo9Wf-viaxA,http://youtube.com/watch?v=Mo9Wf-viaxA,,,,,,,,,2019-12-24T09:30:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2019 ・ｺｬ・・ｽ・ｺ・・・ｸ ・・・・・｣・・ｳ・・・・・ｪ・・ｳ ""・・､・・ｳ・・ｿ・・・・・･・・ｼｼ & BATTLE highlight""",4751,60,0,0,44,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pw91npVcgbA,http://youtube.com/watch?v=Pw91npVcgbA,,,,,,,,,2019-12-13T14:21:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""U-to. vs DAISEI"" UMB2018 ・ｦ・・ｺ・・ｺ・・・ｸ 10/7(SUN)",1792,23,1,0,3,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PhiOMeL9d-E,http://youtube.com/watch?v=PhiOMeL9d-E,,,,,,,,,2019-12-19T07:32:52Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2019 ・ｲ｡・ｱｱ・ｺ・・・ｸ BATTLE highlight,4372,22,1,0,17,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cawGwtRS3CM,http://youtube.com/watch?v=cawGwtRS3CM,,,,,,,,,2020-06-08T09:00:24Z,UCLn8FintdYEDCSK6HaX5Q4g,"""RE-BIN vs BASE"" UMB2016 ・・・・・･・ｺ・・・ｸ 10/2(SUN)",3516,61,4,0,26,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TgLCl-v6iU0,http://youtube.com/watch?v=TgLCl-v6iU0,,,,,,,,,2015-12-12T19:28:38Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2015 ・ｻ・・ｳ\・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ"" Style・・・ｿ・・・・・･・・ｼｼ & BATT",17841,106,4,0,20,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yHbWqk9JSHA,http://youtube.com/watch?v=yHbWqk9JSHA,,,,,,,,,2020-05-10T08:00:19Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・・・・ vs K-spit""・､ｧ・・ｪ・ｺ・・・ｸ 5/18(SAT))・・""le・・・",5126,65,7,0,34,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_AMjR2kPFPI,http://youtube.com/watch?v=_AMjR2kPFPI,,,,,,,,,2018-08-20T07:48:20Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2018 ・・・・ｵｷ・・・・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""・､・・ｳ・・ｿ・・・・・･・・ｼ & BATTLE highlight""GRANDCHAMPIONSHIP 12/30(TUE)",208,8,0,123,2020/07/09 20:24,"
WRsDXaOPLkI",http://youtube.com/watch?v=WRsDXaOPLkI,,,,,,,,,2015-06-10T06:09:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2015 ・・ｼ・・・・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""・・ｳ・・ｿ・・・・・･・・ｼ!!!･・・ｼ & BATTLE highligh",14643,51,2,0,7,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yL7APj1oNbk,http://youtube.com/watch?v=yL7APj1oNbk,,,,,,,,,2017-12-28T05:53:43Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2017 ・･・・･・・ｷ・・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""yle & ・・､・・ｳ・・ｿ・・・・・･・・ｼ & BATTLE highlight""AMPIONSHIP 12/30(TUE)",136,2,0,73,2020/07/09 20:24,"
LfPG5pVsJ5U",http://youtube.com/watch?v=LfPG5pVsJ5U,,,,,,,,,2015-05-13T04:19:56Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2015 ・ｦ・・ｲ｡・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ""､・・ｳ・・ｿ・・・・・･・・ｼ!!・・ｿ・・・・・･・・ｼ & BATTLE",18753,67,2,0,6,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKaVf3TyoiM,http://youtube.com/watch?v=LKaVf3TyoiM,,,,,,,,,2019-12-24T10:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB2019 ・・ｱ・ｺｬ・ｺ・・・ｸ ・・・・・｣・・ｳ・・・・・ｪ・・ｳ "" Style & ・・､・・ｳ・・ｿ・・・・・･・・ｼｼｼ & BATTLE highlight",7837,83,1,0,70,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
