,,s1,e1,s2,e2,s3,e3,s4,e4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sk9XO5_VYm4,http://youtube.com/watch?v=Sk9XO5_VYm4,https://youtu.be/Sk9XO5_VYm4?t=29,https://youtu.be/Sk9XO5_VYm4?t=180,,,,,,,2020-05-30T08:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・ｨ\ﾃ・THE ANSWER vs EARTH THE KID""MB2019 ・・・・ｵｷ・・・・ｺ・・・ｸ 8/31(SAT))ｸ",14587,256,5,0,194,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CuNevDH9inQ,http://youtube.com/watch?v=CuNevDH9inQ,https://youtu.be/CuNevDH9inQ?t=41,https://youtu.be/CuNevDH9inQ?t=118,,,,,,,2020-02-26T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・ｹｳ・､ｪ vs MC KUREI""017 ・・ｱ・ｺｬ・ｺ・・・ｸ 10/15(SUN)・・ｸ 8",15955,204,5,0,67,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0j_F8Hr4_Mw,http://youtube.com/watch?v=0j_F8Hr4_Mw,https://youtu.be/0j_F8Hr4_Mw?t=93,https://youtu.be/0j_F8Hr4_Mw?t=177,,,,,,,2020-06-12T10:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Disry vs 9for"" UMB2018 THE CHOICE IS YOURS FULL HD 3/20(TUE)",34925,510,8,0,237,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
goPDUtdZkJM,http://youtube.com/watch?v=goPDUtdZkJM,https://youtu.be/goPDUtdZkJM?t=126,https://youtu.be/goPDUtdZkJM?t=281,,,,,,,2020-03-22T08:00:16Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DOTAMA vs NAIKA MC"" UMB2011 GRAND CHAMPIONSHIP 12/30(FRI) #mcbattle #rap #umb",32646,460,10,0,142,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATTJPvCnQCg,http://youtube.com/watch?v=ATTJPvCnQCg,https://youtu.be/ATTJPvCnQCg?t=20,https://youtu.be/ATTJPvCnQCg?t=176,,,,,,,2019-12-08T03:11:49Z,UCLn8FintdYEDCSK6HaX5Q4g,"""ENEMY vs BALA a.k.a SBKN"" UMB2018 ・･・・･・・ｷ・・ｺ・・・ｸ 6/3(SUN)",36486,446,7,0,144,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vVLyNrlwCzw,http://youtube.com/watch?v=vVLyNrlwCzw,n,,,,,,,,2015-12-26T05:36:08Z,UCLn8FintdYEDCSK6HaX5Q4g,・・・・ｹｳ・､ｪ / CHECK YOUR MIC,618244,5681,381,0,528,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ivS_anadnrw,http://youtube.com/watch?v=ivS_anadnrw,https://youtu.be/ivS_anadnrw?t=58,https://youtu.be/ivS_anadnrw?t=135,https://youtu.be/ivS_anadnrw?t=187,https://youtu.be/ivS_anadnrw?t=285,,,,,2020-04-26T09:00:17Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｹ・・・・・・・・ｭ・・ｳ vs ・・・・ｸ・・・ｫ・・ｫ・・・""HAMPIONSHIP 12/30(TUE)・\\#mcbattle #rap #umbbNSHIPP",111285,1915,20,0,651,"2020/07/09 20:24
8yo6g9x0KJs",http://youtube.com/watch?v=8yo6g9x0KJs,,,,,,,,,2020-03-21T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Scooby J vs ・・・・ｬ｡・・・MIC""D UMB2017 GRAND CHAMPIONSHIP 12/30(・・・))2/30(T",175418,3796,30,0,549,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9LNE8fwlG3Y,http://youtube.com/watch?v=9LNE8fwlG3Y,https://youtu.be/9LNE8fwlG3Y?t=109,https://youtu.be/9LNE8fwlG3Y?t=330,,,,,,,2020-02-15T09:00:01Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｹ・・・・・・・・ｭ・・ｳ vs ・ｼｪ・・･・・・""RANDCHAMPIONSHIP 12/30(TUE)00(TUE)・\\#mcbattl",199704,2798,38,0,558,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yGhx-BB7c5g,http://youtube.com/watch?v=yGhx-BB7c5g,https://youtu.be/yGhx-BB7c5g?t=28,https://youtu.be/yGhx-BB7c5g?t=280,,,,,,,2020-04-23T08:00:22Z,UCLn8FintdYEDCSK6HaX5Q4g,"""BALA a.k.a SBKN vs Dragon One"" UMB2019・･・・･・・ｷ・・ｺ・・・ｸ  6/9(SUN)",26573,421,6,0,229,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNzkbh8ynxA,http://youtube.com/watch?v=SNzkbh8ynxA,https://youtu.be/SNzkbh8ynxA?t=26,https://youtu.be/SNzkbh8ynxA?t=124,,,,,,,2020-01-24T08:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・･・ｽ､ vs mol53""B2011 REVENGE 12/17 (Sat)ｷｷ・",26146,472,4,0,90,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6sLyRYfaL1I,http://youtube.com/watch?v=6sLyRYfaL1I,https://youtu.be/6sLyRYfaL1I?t=46,https://youtu.be/6sLyRYfaL1I?t=440,,,,,,,2020-05-16T08:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""KZ vs ・・・・・・・・・""・､ｧ・・ｪ・ｺ・・・ｸ  5/18(SAT)・・・・ｸ  6/",22401,484,7,0,313,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1CBCNZ-WTY4,http://youtube.com/watch?v=1CBCNZ-WTY4,https://youtu.be/1CBCNZ-WTY4?t=122,https://youtu.be/1CBCNZ-WTY4?t=238,,,,,,,2020-03-30T10:00:03Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SURRY vs ・・・・ｹｳ・､ｪ"" HD UMB2017 THE CHOICE IS YOURS 3/27(MON))/30(",24420,517,8,0,180,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MJ-dfUSl6WI,http://youtube.com/watch?v=MJ-dfUSl6WI,n,,,,,,,,2019-12-27T12:00:04Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・､・・ｳ・・ｰ・・・・・・・・・・・・ vs NAIKA MC""MPIONSHIP FULL HD 12/30 (FRI))\\#mcbattle #rap ",639606,8810,109,0,1707,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mB8sW-9PHJE,http://youtube.com/watch?v=mB8sW-9PHJE,https://youtu.be/mB8sW-9PHJE?t=26,https://youtu.be/mB8sW-9PHJE?t=108,,,,,,,2019-12-30T09:01:20Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・ｿ\ vs Authority""2017 ・・・・｣ｮ・ｺ・・・ｸ 6/3(SAT)AAMP",10114,138,2,0,48,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OyHViuK3B24,http://youtube.com/watch?v=OyHViuK3B24,https://youtu.be/OyHViuK3B24?t=48,https://youtu.be/OyHViuK3B24?t=145,,,,,,,2020-03-14T08:00:03Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SAKA THE GAMI vs ・・・・・・・・ｫ・・ｽ""RAND CHAMPIONSHIP 12/30(FRI)  12/30 (F",12813,160,1,0,52,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NoQzbLGUP_Q,http://youtube.com/watch?v=NoQzbLGUP_Q,https://youtu.be/NoQzbLGUP_Q?t=100,https://youtu.be/NoQzbLGUP_Q?t=226,,,,,,,2020-05-15T10:00:20Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｵ・・・・・・・・・ vs MAVEL""E CHOICE IS YOURS FULL HD 3/27(MON)  12/30 (FR",22220,316,7,0,95,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HvKgy2_8KtA,http://youtube.com/watch?v=HvKgy2_8KtA,https://youtu.be/HvKgy2_8KtA?t=103,https://youtu.be/HvKgy2_8KtA?t=194,,,,,,,2020-05-30T10:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MOL53 vs MAVEL"" UMB2016 GRAND CHAMPIONSHIP FULL HD 12/30(FRI)",59191,1146,11,0,432,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03fM6PlppGI,http://youtube.com/watch?v=03fM6PlppGI,https://youtu.be/03fM6PlppGI?t=21,https://youtu.be/03fM6PlppGI?t=186,,,,,,,2020-03-23T08:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2017 ・?・・・ｨ・ｺ・・・ｸ  ・・ｹ・・・・・､・・ｫ・・､・・ｰ vs SAM #mcbattle #rap #umb,7394,172,2,0,48,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wJComfXgFag,http://youtube.com/watch?v=wJComfXgFag,https://youtu.be/wJComfXgFag?t=17,https://youtu.be/wJComfXgFag?t=195,,,,,,,2019-12-30T08:01:39Z,UCLn8FintdYEDCSK6HaX5Q4g,"""d-cad vs AUTHORITY"" UMB2018 ・・・・｣ｮ・ｺ・・・ｸ 7/15(SUN)",13534,169,2,0,56,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srV-Tfo6oDU,http://youtube.com/watch?v=srV-Tfo6oDU,https://youtu.be/srV-Tfo6oDU?t=25,https://youtu.be/srV-Tfo6oDU?t=198,https://youtu.be/srV-Tfo6oDU?t=225,https://youtu.be/srV-Tfo6oDU?t=400,,,,,2020-02-12T08:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｵ・・・・・・・・・ vs K-razy""ｧ・・ｪ・ｺ・・・ｸ 11/4(SAT)ee #rap #um",31047,381,7,0,92,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJ__33U-SrM,http://youtube.com/watch?v=UJ__33U-SrM,https://youtu.be/UJ__33U-SrM?t=82,https://youtu.be/UJ__33U-SrM?t=216,,,,,,,2016-11-25T10:31:51Z,UCLn8FintdYEDCSK6HaX5Q4g,"""ERONE vs ・ｼ｢"" #002 UMB classic -GRAND CHAMPIONSHIP 2005- #umb #mcbattle #raF",298668,2667,166,0,317,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dWDRDmdO5z4,http://youtube.com/watch?v=dWDRDmdO5z4,https://youtu.be/dWDRDmdO5z4?t=33,https://youtu.be/dWDRDmdO5z4?t=122,,,,,,,2020-07-07T08:00:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・｢ｵ・?ｭ vs mic.heart a.k.a ・・・""19 ・・・・・･・ｺ・・・ｸ 10/5(SAT)bb #m",6332,112,1,0,46,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aoLSsamSuOk,http://youtube.com/watch?v=aoLSsamSuOk,https://youtu.be/aoLSsamSuOk?t=51,https://youtu.be/aoLSsamSuOk?t=129,,,,,,,2020-05-28T09:00:00Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・･・・ｬ・・ｩ・・ｷ vs ・・?・・ｼ・・・・・ｳ""・ｸ 7/2(SAT))mcbattle #raFFRI))\",10931,197,2,0,75,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iXxQNjMb3Zg,http://youtube.com/watch?v=iXxQNjMb3Zg,n,,,,,,,,2012-07-12T07:40:39Z,UCLn8FintdYEDCSK6HaX5Q4g,"UMB 2012 ・､ｧ・・ｪ・ｺ・・・ｸ・・・・・｣・・ｳ・・・・・ｪ・・ｳ ""T))mcbattle #raF",610,22,0,86,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bRc9fmU3oc,http://youtube.com/watch?v=8bRc9fmU3oc,https://youtu.be/8bRc9fmU3oc?t=44,https://youtu.be/8bRc9fmU3oc?t=153,,,,,,,2020-02-29T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・ｹｳ・､ｪ vs ・・ｫ・・・・・ｲ""ND CHAMPIONSHIP 12/30(FRI))))mcbattle ",12063,144,2,0,42,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6yThJH5Zmp0,http://youtube.com/watch?v=6yThJH5Zmp0,,,,,,,,,2019-03-21T12:03:29Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2018 FINAL DVD [2DVD] Trailer,673226,4305,110,0,789,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P-RNqW7kWi8,http://youtube.com/watch?v=P-RNqW7kWi8,,,,,,,,,2020-05-30T09:00:14Z,UCLn8FintdYEDCSK6HaX5Q4g,"""SAM vs ・・?・・ｼ・・・・・ｳ""・?・・・ｨ・ｺ・・・ｸ 7/2(SAT)112/30(FR",38343,750,7,0,257,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXayvTHNDjA,http://youtube.com/watch?v=OXayvTHNDjA,,,,,,,,,2020-04-05T09:00:24Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｵ・・､・・・・・ｬ・・ｹ・ｸ・・・・ vs ・・ｵ・・・・・・・・・""IONSHIP 12/30(TUE))#mcbattle #rap #umbbNSHIPP",49595,1080,8,0,217,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x3gbQ9b918w,http://youtube.com/watch?v=x3gbQ9b918w,,,,,,,,,2020-03-21T09:00:19Z,UCLn8FintdYEDCSK6HaX5Q4g,""" MC DOTAMA vs KTSRO"" FULL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE) #mcbattle #rap #umb",29000,449,6,0,200,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JpuPrdq5juU,http://youtube.com/watch?v=JpuPrdq5juU,,,,,,,,,2020-06-03T09:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MOL53 vs S-Z PID"" UMB2016 ・ｮｮ・ｴ・・ｺ・・・ｸ 6/10(FRI)",8171,136,3,0,44,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vztBextgz-s,http://youtube.com/watch?v=vztBextgz-s,,,,,,,,,2020-04-22T08:00:16Z,UCLn8FintdYEDCSK6HaX5Q4g,"""T-TANGG vs BATTLE・・・・｣・・・｣""9・･・・･・・ｷ・・ｺ・・・ｸ 6/9(SUN))(TUE) ",27815,446,13,0,305,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rLFJKApVYu4,http://youtube.com/watch?v=rLFJKApVYu4,,,,,,,,,2020-03-16T09:00:30Z,UCLn8FintdYEDCSK6HaX5Q4g,"""machine vs MC DOTAMA"" UMB2014 ・?・・・ｨ・ｺ・・・ｸ 7/5 (SAT)",6517,114,1,0,36,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8bbsBhGFoDg,http://youtube.com/watch?v=8bbsBhGFoDg,,,,,,,,,2020-04-02T10:00:03Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・｣・・・ｺ vs K-razy""L HD UMB2017 THE CHOICE IS YOURS 3/27(MON))) #",31221,568,6,0,121,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wjlq8YhCwNw,http://youtube.com/watch?v=wjlq8YhCwNw,,,,,,,,,2020-01-12T08:00:07Z,UCLn8FintdYEDCSK6HaX5Q4g,"""CIMA vs Y.A.S"" UMB2011 GRAND CHAMPIONSHIP 12/30(FRI)",23854,405,11,0,152,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwIR_tHlyos,http://youtube.com/watch?v=SwIR_tHlyos,,,,,,,,,2019-12-14T09:52:05Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Siding vs SAM"" UMB2018 ・?・・・ｨ・ｺ・・・ｸ 9/2(SUN)",16152,183,2,0,40,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H-6kXqV_evQ,http://youtube.com/watch?v=H-6kXqV_evQ,,,,,,,,,2020-03-03T09:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""MC・・・・・・・・ｬ・・ｪa.k.a・ｵ､・・・・ｨｲ・ｦｻ vs ACE""ｺ・・・ｸ 11/02(SUN))tle #rap #umbbc",58735,1115,11,0,261,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r1x0cxGBEpk,http://youtube.com/watch?v=r1x0cxGBEpk,,,,,,,,,2020-05-01T09:00:26Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Disry vs CIMA"" FULL HD UMB2017 THE CHOICE IS YOURS 3/27(MON)",19432,279,5,0,142,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vHVYxqT8TvQ,http://youtube.com/watch?v=vHVYxqT8TvQ,,,,,,,,,2020-01-13T08:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""DOTAMA vs・ｼ・iva""ULL HD UMB2017 GRAND CHAMPIONSHIP 12/30(・・・)//",65129,775,16,0,351,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
em269Mq-t7A,http://youtube.com/watch?v=em269Mq-t7A,,,,,,,,,2020-05-29T10:00:25Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｵ・・・・・・・・・ vs GIL""E CHOICE IS YOURS FULL HD 3/27(MON)SSUN))tle #",42399,640,13,0,264,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VHbRx7cBRME,http://youtube.com/watch?v=VHbRx7cBRME,,,,,,,,,2020-05-08T09:00:15Z,UCLn8FintdYEDCSK6HaX5Q4g,"""CHILL B vs USU a.k.a SQUEZ"" FULL HD UMB2017 THE CHOICE IS YOURS  3/27(MON)",12476,198,4,0,154,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p6JO-F0Pyss,http://youtube.com/watch?v=p6JO-F0Pyss,,,,,,,,,2020-03-15T09:00:13Z,UCLn8FintdYEDCSK6HaX5Q4g,"""ALICE vs ・・ｵ・・・・・・・・・""B2014 GRANDCHAMPIONSHIP 12/30(TUE))7(MON)  #r",28961,363,3,0,122,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WmRW8wFFTtU,http://youtube.com/watch?v=WmRW8wFFTtU,,,,,,,,,2020-03-07T09:00:06Z,UCLn8FintdYEDCSK6HaX5Q4g,"""NAIKA MC vs GOTIT"" FULL HD UMB2014 GRANDCHAMPIONSHIP 12/30(TUE)",52282,722,4,0,231,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qGms5Z63Fc8,http://youtube.com/watch?v=qGms5Z63Fc8,,,,,,,,,2020-03-15T08:00:13Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・・・・・ vs ・・・・ｬ｡・・・MIC"" GRAND CHAMPIONSHIP 12/30(・・・)))  #rap #umbbcb",72886,1098,19,0,272,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FqmhFk3C_DA,http://youtube.com/watch?v=FqmhFk3C_DA,,,,,,,,,2020-03-28T11:04:25Z,UCLn8FintdYEDCSK6HaX5Q4g,"""BALA a.k.a SBKN vs Jony the sonata"" FULL HD UMB2018 GRAND CHAMPIONSHIP 12/30(SUN)",98451,1513,21,0,629,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8zCs0ywU2XY,http://youtube.com/watch?v=8zCs0ywU2XY,,,,,,,,,2020-04-18T09:00:08Z,UCLn8FintdYEDCSK6HaX5Q4g,"""Atomoshiphere vs ・ｼｪ・・･・・・""HD UMB2018 GRAND CHAMPIONSHIP 12/30(SUN))30(SU",63547,870,8,0,359,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JRPdSg3VWKw,http://youtube.com/watch?v=JRPdSg3VWKw,,,,,,,,,2020-04-05T10:00:12Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・ｦ・・ｸ・・・・・・ vs MC・・ｾ・ｳｶ""017 THE CHOICE IS YOURS 3/27(MON))))30(SUN))um",17156,253,7,0,107,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LfaPFpQQdPg,http://youtube.com/watch?v=LfaPFpQQdPg,,,,,,,,,2020-07-02T08:00:10Z,UCLn8FintdYEDCSK6HaX5Q4g,"""・・・・・ｹ・・ｪ・・・・・ｹ・・ｿ・・ｼ vs S""・ｺ・・・ｸ 11/30(SAT)  3/27(MON))))30",5756,97,2,0,38,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2SIdXAlv9YQ,http://youtube.com/watch?v=2SIdXAlv9YQ,,,,,,,,,2020-05-09T08:00:02Z,UCLn8FintdYEDCSK6HaX5Q4g,"""peko vs KZ"" UMB2019 ・､ｧ・・ｪ・ｺ・・・ｸ  5/18(SAT)",25968,637,10,0,189,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oySNb2UGQZo,http://youtube.com/watch?v=oySNb2UGQZo,,,,,,,,,2012-07-13T02:28:53Z,UCLn8FintdYEDCSK6HaX5Q4g,UMB2012 ・､ｧ・・ｪ・ｺ・・・ｸ DL SAMPLE,78759,139,2,0,11,2020/07/09 20:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
